filename,class,bbox
img084913.png,smart_1,"[298, 494, 931, 665]"
img085702.png,smart_1,"[579, 301, 845, 581]"
img084864.png,smart_1,"[290, 263, 955, 851]"
img081270.png,smart_1,"[304, 405, 581, 639]"
img080365.png,smart_1,"[0, 475, 1024, 1024]"
img081928.png,smart_1,"[263, 0, 746, 1024]"
img082480.png,smart_1,"[373, 263, 703, 1024]"
img087601.png,smart_1,"[343, 548, 497, 710]"
img080271.png,smart_1,"[99, 0, 714, 966]"
img082457.png,smart_1,"[0, 0, 759, 710]"
img080629.png,smart_1,"[201, 0, 993, 1024]"
img083659.png,smart_1,"[46, 258, 624, 722]"
img086678.png,smart_1,"[169, 219, 721, 322]"
img080538.png,smart_1,"[22, 0, 976, 1024]"
img084623.png,smart_1,"[358, 309, 937, 893]"
img085043.png,smart_1,"[477, 470, 543, 721]"
img080648.png,smart_1,"[0, 314, 1024, 870]"
img088609.png,smart_1,"[381, 155, 843, 542]"
img088839.png,smart_1,"[193, 244, 589, 503]"
img083297.png,smart_1,"[391, 192, 504, 708]"
img089815.png,smart_1,"[441, 169, 531, 669]"
img081263.png,smart_1,"[0, 71, 1024, 771]"
img089426.png,smart_1,"[697, 389, 775, 650]"
img081247.png,smart_1,"[522, 323, 734, 758]"
img089231.png,smart_1,"[244, 303, 534, 557]"
img087702.png,smart_1,"[333, 258, 484, 583]"
img081870.png,smart_1,"[54, 29, 951, 732]"
img081715.png,smart_1,"[68, 374, 1024, 819]"
img086114.png,smart_1,"[449, 403, 747, 655]"
img086216.png,smart_1,"[524, 378, 786, 713]"
img082590.png,smart_1,"[0, 512, 908, 710]"
img089413.png,smart_1,"[403, 457, 708, 490]"
img085141.png,smart_1,"[443, 368, 762, 776]"
img085948.png,smart_1,"[373, 527, 544, 814]"
img087244.png,smart_1,"[271, 500, 337, 812]"
img089595.png,smart_1,"[109, 408, 481, 641]"
img085492.png,smart_1,"[331, 249, 439, 364]"
img089209.png,smart_1,"[232, 267, 445, 472]"
img082565.png,smart_1,"[144, 628, 1024, 787]"
img082973.png,smart_1,"[385, 418, 813, 566]"
img085982.png,smart_1,"[380, 221, 575, 580]"
img089616.png,smart_1,"[318, 512, 588, 582]"
img086904.png,smart_1,"[192, 227, 665, 455]"
img087928.png,smart_1,"[509, 570, 713, 755]"
img080826.png,smart_1,"[139, 127, 1024, 456]"
img083709.png,smart_1,"[125, 412, 649, 861]"
img086144.png,smart_1,"[287, 150, 517, 435]"
img089889.png,smart_1,"[152, 615, 497, 714]"
img087977.png,smart_1,"[445, 394, 589, 586]"
img081000.png,smart_1,"[0, 194, 790, 1007]"
img089118.png,smart_1,"[195, 242, 605, 355]"
img084578.png,smart_1,"[341, 416, 863, 805]"
img087131.png,smart_1,"[153, 521, 484, 656]"
img085493.png,smart_1,"[73, 524, 607, 803]"
img080735.png,smart_1,"[0, 234, 1024, 567]"
img080706.png,smart_1,"[176, 92, 785, 1024]"
img088999.png,smart_1,"[650, 199, 687, 495]"
img087306.png,smart_1,"[505, 301, 705, 518]"
img083313.png,smart_1,"[443, 353, 780, 499]"
img084926.png,smart_1,"[342, 290, 730, 725]"
img081700.png,smart_1,"[0, 69, 1024, 596]"
img082548.png,smart_1,"[214, 100, 686, 987]"
img081188.png,smart_1,"[0, 370, 945, 532]"
img083881.png,smart_1,"[204, 275, 515, 803]"
img084616.png,smart_1,"[318, 371, 1004, 479]"
img082265.png,smart_1,"[680, 73, 836, 1024]"
img082551.png,smart_1,"[376, 0, 846, 861]"
img084323.png,smart_1,"[277, 247, 892, 378]"
img088805.png,smart_1,"[273, 486, 399, 728]"
img087891.png,smart_1,"[581, 436, 735, 580]"
img087214.png,smart_1,"[362, 308, 648, 402]"
img086257.png,smart_1,"[207, 289, 500, 541]"
img081709.png,smart_1,"[127, 535, 1024, 1024]"
img087461.png,smart_1,"[361, 266, 501, 565]"
img089182.png,smart_1,"[445, 525, 536, 784]"
img081091.png,smart_1,"[0, 368, 1024, 592]"
img083048.png,smart_1,"[538, 592, 680, 813]"
img085426.png,smart_1,"[384, 172, 442, 604]"
img084292.png,smart_1,"[337, 325, 637, 638]"
img084583.png,smart_1,"[381, 275, 497, 770]"
img084505.png,smart_1,"[330, 352, 514, 740]"
img084284.png,smart_1,"[206, 397, 607, 847]"
img088437.png,smart_1,"[418, 414, 827, 556]"
img086004.png,smart_1,"[302, 402, 732, 479]"
img084317.png,smart_1,"[569, 405, 664, 599]"
img087839.png,smart_1,"[366, 377, 441, 689]"
img084244.png,smart_1,"[489, 80, 689, 779]"
img084816.png,smart_1,"[131, 413, 759, 493]"
img084495.png,smart_1,"[264, 336, 1024, 554]"
img082944.png,smart_1,"[226, 232, 1024, 636]"
img081908.png,smart_1,"[73, 384, 1024, 785]"
img086176.png,smart_1,"[284, 495, 349, 1001]"
img084553.png,smart_1,"[172, 195, 783, 748]"
img088606.png,smart_1,"[557, 273, 622, 628]"
img085287.png,smart_1,"[429, 512, 652, 556]"
img087598.png,smart_1,"[321, 583, 567, 647]"
img082119.png,smart_1,"[0, 54, 1024, 890]"
img081904.png,smart_1,"[400, 0, 732, 1024]"
img083198.png,smart_1,"[230, 505, 921, 595]"
img080257.png,smart_1,"[106, 0, 838, 1024]"
img088212.png,smart_1,"[263, 252, 577, 564]"
img088551.png,smart_1,"[423, 418, 482, 732]"
img086091.png,smart_1,"[481, 219, 773, 436]"
img088550.png,smart_1,"[193, 387, 528, 448]"
img081724.png,smart_1,"[157, 0, 815, 1024]"
img080451.png,smart_1,"[0, 0, 644, 1024]"
img086454.png,smart_1,"[498, 138, 559, 568]"
img085348.png,smart_1,"[333, 329, 578, 400]"
img089571.png,smart_1,"[515, 314, 576, 624]"
img087914.png,smart_1,"[360, 499, 708, 681]"
img087627.png,smart_1,"[518, 308, 583, 486]"
img089847.png,smart_1,"[555, 497, 700, 703]"
img082711.png,smart_1,"[237, 479, 628, 668]"
img084484.png,smart_1,"[483, 390, 681, 809]"
img088180.png,smart_1,"[239, 192, 609, 488]"
img085884.png,smart_1,"[338, 445, 691, 606]"
img081423.png,smart_1,"[0, 93, 944, 1024]"
img086881.png,smart_1,"[321, 233, 419, 480]"
img085960.png,smart_1,"[309, 115, 513, 582]"
img081999.png,smart_1,"[316, 57, 683, 962]"
img084379.png,smart_1,"[228, 227, 476, 956]"
img080071.png,smart_1,"[0, 365, 1024, 821]"
img087427.png,smart_1,"[536, 438, 605, 758]"
img084660.png,smart_1,"[385, 314, 523, 950]"
img088164.png,smart_1,"[396, 266, 638, 513]"
img080925.png,smart_1,"[214, 0, 708, 939]"
img087840.png,smart_1,"[399, 299, 456, 461]"
img087562.png,smart_1,"[435, 364, 539, 525]"
img084408.png,smart_1,"[213, 277, 793, 745]"
img081416.png,smart_1,"[319, 0, 648, 954]"
img089805.png,smart_1,"[339, 221, 441, 577]"
img085723.png,smart_1,"[547, 527, 865, 588]"
img089886.png,smart_1,"[388, 506, 454, 717]"
img085802.png,smart_1,"[315, 343, 879, 425]"
img089691.png,smart_1,"[503, 268, 631, 588]"
img083647.png,smart_1,"[513, 221, 654, 884]"
img080868.png,smart_1,"[250, 0, 603, 979]"
img089721.png,smart_1,"[518, 539, 696, 810]"
img082007.png,smart_1,"[0, 0, 639, 544]"
img081387.png,smart_1,"[26, 275, 891, 1024]"
img089855.png,smart_1,"[465, 668, 537, 715]"
img086318.png,smart_1,"[472, 589, 888, 714]"
img080293.png,smart_1,"[0, 0, 1024, 285]"
img089683.png,smart_1,"[613, 137, 734, 481]"
img088253.png,smart_1,"[368, 369, 435, 699]"
img085549.png,smart_1,"[224, 306, 525, 629]"
img086911.png,smart_1,"[541, 578, 722, 900]"
img089923.png,smart_1,"[383, 671, 602, 724]"
img084942.png,smart_1,"[212, 576, 559, 706]"
img082775.png,smart_1,"[284, 664, 804, 880]"
img082589.png,smart_1,"[505, 155, 711, 380]"
img084973.png,smart_1,"[325, 158, 751, 723]"
img083930.png,smart_1,"[101, 322, 588, 1024]"
img087411.png,smart_1,"[227, 467, 502, 586]"
img084003.png,smart_1,"[384, 344, 593, 496]"
img088939.png,smart_1,"[389, 235, 441, 539]"
img081827.png,smart_1,"[408, 411, 960, 593]"
img083204.png,smart_1,"[256, 58, 496, 634]"
img089069.png,smart_1,"[566, 218, 628, 530]"
img082360.png,smart_1,"[291, 359, 452, 639]"
img083037.png,smart_1,"[441, 178, 848, 572]"
img080686.png,smart_1,"[246, 0, 713, 1024]"
img081251.png,smart_1,"[0, 521, 1024, 710]"
img087523.png,smart_1,"[473, 571, 519, 887]"
img083233.png,smart_1,"[280, 344, 714, 636]"
img089717.png,smart_1,"[278, 543, 862, 899]"
img085886.png,smart_1,"[483, 322, 559, 790]"
img082818.png,smart_1,"[338, 417, 552, 670]"
img082709.png,smart_1,"[439, 0, 1024, 798]"
img081335.png,smart_1,"[504, 300, 674, 916]"
img084122.png,smart_1,"[186, 224, 541, 747]"
img082315.png,smart_1,"[257, 171, 669, 370]"
img089720.png,smart_1,"[225, 553, 659, 779]"
img089337.png,smart_1,"[549, 0, 635, 492]"
img083506.png,smart_1,"[338, 328, 940, 819]"
img089167.png,smart_1,"[346, 388, 609, 830]"
img080415.png,smart_1,"[0, 0, 743, 625]"
img081650.png,smart_1,"[300, 55, 677, 1024]"
img089580.png,smart_1,"[546, 226, 795, 461]"
img086761.png,smart_1,"[501, 494, 792, 726]"
img083652.png,smart_1,"[442, 487, 543, 727]"
img086110.png,smart_1,"[163, 406, 618, 613]"
img081259.png,smart_1,"[547, 111, 687, 880]"
img080599.png,smart_1,"[0, 299, 1024, 945]"
img081294.png,smart_1,"[411, 78, 652, 1024]"
img084655.png,smart_1,"[264, 224, 536, 772]"
img083580.png,smart_1,"[396, 329, 677, 581]"
img084308.png,smart_1,"[220, 583, 601, 718]"
img082028.png,smart_1,"[166, 225, 827, 769]"
img081907.png,smart_1,"[290, 0, 614, 1024]"
img080173.png,smart_1,"[179, 144, 1024, 1024]"
img084866.png,smart_1,"[358, 517, 935, 776]"
img080737.png,smart_1,"[170, 0, 659, 748]"
img089534.png,smart_1,"[382, 553, 559, 627]"
img082371.png,smart_1,"[0, 331, 566, 647]"
img083651.png,smart_1,"[355, 282, 1024, 920]"
img088869.png,smart_1,"[323, 229, 372, 545]"
img086263.png,smart_1,"[279, 589, 723, 797]"
img085707.png,smart_1,"[292, 534, 710, 649]"
img087516.png,smart_1,"[582, 43, 817, 476]"
img083350.png,smart_1,"[302, 382, 598, 662]"
img080618.png,smart_1,"[0, 107, 1024, 964]"
img084807.png,smart_1,"[257, 0, 404, 886]"
img085382.png,smart_1,"[303, 399, 449, 939]"
img086984.png,smart_1,"[460, 235, 490, 434]"
img086249.png,smart_1,"[319, 638, 644, 784]"
img086800.png,smart_1,"[632, 664, 717, 755]"
img080634.png,smart_1,"[273, 421, 1024, 722]"
img084620.png,smart_1,"[396, 286, 584, 423]"
img082349.png,smart_1,"[179, 629, 1024, 899]"
img084186.png,smart_1,"[77, 409, 695, 553]"
img082407.png,smart_1,"[0, 235, 1024, 398]"
img081768.png,smart_1,"[471, 0, 730, 1024]"
img084490.png,smart_1,"[273, 222, 686, 610]"
img081579.png,smart_1,"[279, 484, 617, 841]"
img088905.png,smart_1,"[628, 180, 817, 505]"
img081414.png,smart_1,"[389, 0, 847, 1024]"
img088406.png,smart_1,"[336, 270, 407, 496]"
img080896.png,smart_1,"[0, 173, 1024, 862]"
img083280.png,smart_1,"[284, 429, 526, 738]"
img087429.png,smart_1,"[529, 240, 887, 387]"
img081602.png,smart_1,"[505, 0, 655, 1024]"
img082967.png,smart_1,"[409, 494, 1024, 665]"
img084031.png,smart_1,"[157, 249, 548, 1024]"
img084675.png,smart_1,"[338, 389, 466, 884]"
img087023.png,smart_1,"[628, 59, 754, 496]"
img089949.png,smart_1,"[340, 628, 382, 731]"
img087983.png,smart_1,"[329, 634, 609, 711]"
img084882.png,smart_1,"[613, 166, 813, 857]"
img085613.png,smart_1,"[366, 305, 878, 512]"
img084372.png,smart_1,"[307, 29, 966, 662]"
img084769.png,smart_1,"[277, 225, 710, 788]"
img086850.png,smart_1,"[399, 193, 654, 472]"
img086289.png,smart_1,"[262, 332, 713, 408]"
img083270.png,smart_1,"[322, 114, 573, 768]"
img086715.png,smart_1,"[415, 473, 886, 586]"
img088629.png,smart_1,"[382, 395, 974, 625]"
img084664.png,smart_1,"[313, 435, 841, 734]"
img085601.png,smart_1,"[329, 483, 601, 764]"
img086922.png,smart_1,"[621, 489, 676, 578]"
img087753.png,smart_1,"[276, 421, 592, 686]"
img089434.png,smart_1,"[313, 281, 702, 845]"
img088281.png,smart_1,"[269, 487, 513, 538]"
img083534.png,smart_1,"[239, 231, 805, 422]"
img081050.png,smart_1,"[208, 0, 746, 1024]"
img081342.png,smart_1,"[329, 0, 814, 1024]"
img085448.png,smart_1,"[168, 508, 463, 648]"
img080906.png,smart_1,"[107, 445, 1024, 616]"
img089374.png,smart_1,"[533, 357, 794, 418]"
img082324.png,smart_1,"[170, 51, 634, 418]"
img086608.png,smart_1,"[208, 485, 588, 721]"
img082426.png,smart_1,"[529, 62, 634, 666]"
img080114.png,smart_1,"[0, 10, 1024, 908]"
img085831.png,smart_1,"[514, 318, 674, 431]"
img084343.png,smart_1,"[207, 437, 799, 741]"
img088797.png,smart_1,"[484, 637, 671, 681]"
img084667.png,smart_1,"[363, 215, 914, 831]"
img089936.png,smart_1,"[511, 324, 557, 575]"
img082634.png,smart_1,"[0, 283, 1024, 698]"
img082448.png,smart_1,"[197, 0, 930, 926]"
img084315.png,smart_1,"[201, 176, 759, 566]"
img087853.png,smart_1,"[219, 240, 465, 472]"
img088407.png,smart_1,"[554, 735, 753, 813]"
img082023.png,smart_1,"[517, 122, 667, 1024]"
img080107.png,smart_1,"[166, 21, 1024, 684]"
img086082.png,smart_1,"[197, 381, 545, 635]"
img082370.png,smart_1,"[265, 431, 788, 564]"
img085440.png,smart_1,"[648, 37, 779, 543]"
img083491.png,smart_1,"[436, 232, 754, 784]"
img083432.png,smart_1,"[423, 422, 565, 590]"
img088500.png,smart_1,"[475, 330, 713, 462]"
img080124.png,smart_1,"[376, 0, 956, 1024]"
img086226.png,smart_1,"[684, 425, 733, 831]"
img085473.png,smart_1,"[113, 656, 609, 762]"
img082409.png,smart_1,"[498, 550, 933, 691]"
img086882.png,smart_1,"[292, 334, 555, 482]"
img085507.png,smart_1,"[634, 562, 738, 679]"
img088633.png,smart_1,"[262, 174, 716, 303]"
img088351.png,smart_1,"[269, 505, 520, 651]"
img085146.png,smart_1,"[465, 442, 549, 863]"
img088762.png,smart_1,"[376, 231, 423, 526]"
img081378.png,smart_1,"[354, 270, 894, 460]"
img084112.png,smart_1,"[343, 531, 830, 631]"
img087398.png,smart_1,"[457, 289, 526, 605]"
img082592.png,smart_1,"[389, 403, 1024, 1024]"
img082547.png,smart_1,"[112, 208, 855, 1024]"
img083465.png,smart_1,"[337, 452, 456, 811]"
img087273.png,smart_1,"[297, 542, 526, 840]"
img083470.png,smart_1,"[422, 538, 830, 627]"
img086533.png,smart_1,"[456, 446, 789, 700]"
img085663.png,smart_1,"[131, 661, 601, 785]"
img083959.png,smart_1,"[93, 500, 775, 586]"
img083638.png,smart_1,"[309, 406, 414, 688]"
img085861.png,smart_1,"[162, 280, 562, 457]"
img086891.png,smart_1,"[595, 245, 702, 597]"
img081599.png,smart_1,"[0, 246, 1024, 620]"
img081083.png,smart_1,"[0, 120, 1024, 558]"
img089733.png,smart_1,"[490, 281, 669, 425]"
img082148.png,smart_1,"[0, 372, 924, 789]"
img086061.png,smart_1,"[28, 256, 583, 380]"
img087511.png,smart_1,"[228, 488, 521, 546]"
img087701.png,smart_1,"[607, 268, 699, 441]"
img089406.png,smart_1,"[374, 519, 655, 732]"
img084981.png,smart_1,"[104, 551, 664, 694]"
img087550.png,smart_1,"[122, 553, 524, 618]"
img087041.png,smart_1,"[389, 510, 667, 595]"
img086045.png,smart_1,"[227, 507, 432, 642]"
img087297.png,smart_1,"[304, 273, 506, 444]"
img083244.png,smart_1,"[209, 294, 566, 883]"
img082952.png,smart_1,"[99, 133, 526, 1009]"
img081852.png,smart_1,"[311, 471, 874, 885]"
img082515.png,smart_1,"[341, 0, 495, 854]"
img081216.png,smart_1,"[249, 482, 740, 692]"
img080079.png,smart_1,"[302, 0, 1024, 1024]"
img083319.png,smart_1,"[224, 268, 1024, 401]"
img084210.png,smart_1,"[265, 226, 813, 613]"
img081309.png,smart_1,"[313, 125, 1024, 645]"
img084842.png,smart_1,"[275, 314, 535, 825]"
img083128.png,smart_1,"[604, 12, 992, 711]"
img085581.png,smart_1,"[302, 78, 655, 495]"
img081128.png,smart_1,"[253, 0, 569, 1024]"
img080797.png,smart_1,"[541, 0, 1024, 687]"
img088166.png,smart_1,"[380, 484, 561, 624]"
img085628.png,smart_1,"[372, 262, 559, 581]"
img082226.png,smart_1,"[487, 0, 652, 971]"
img081222.png,smart_1,"[0, 11, 1024, 786]"
img081867.png,smart_1,"[59, 94, 660, 977]"
img083736.png,smart_1,"[295, 341, 727, 764]"
img080701.png,smart_1,"[0, 133, 1024, 810]"
img081067.png,smart_1,"[286, 318, 588, 745]"
img087508.png,smart_1,"[542, 441, 852, 655]"
img089900.png,smart_1,"[561, 212, 607, 561]"
img082147.png,smart_1,"[437, 0, 624, 1024]"
img083522.png,smart_1,"[538, 251, 633, 591]"
img083589.png,smart_1,"[517, 70, 816, 585]"
img088559.png,smart_1,"[294, 154, 388, 538]"
img085407.png,smart_1,"[354, 434, 714, 612]"
img083735.png,smart_1,"[346, 412, 884, 584]"
img083553.png,smart_1,"[163, 445, 651, 551]"
img082341.png,smart_1,"[258, 173, 425, 1006]"
img085520.png,smart_1,"[262, 183, 318, 647]"
img087271.png,smart_1,"[461, 493, 818, 626]"
img080059.png,smart_1,"[164, 0, 525, 1024]"
img082732.png,smart_1,"[202, 448, 1024, 730]"
img083784.png,smart_1,"[370, 188, 831, 580]"
img089399.png,smart_1,"[376, 181, 649, 535]"
img084314.png,smart_1,"[354, 441, 883, 520]"
img087502.png,smart_1,"[503, 507, 894, 755]"
img085562.png,smart_1,"[318, 342, 497, 777]"
img085697.png,smart_1,"[469, 391, 792, 829]"
img081883.png,smart_1,"[166, 87, 619, 981]"
img086047.png,smart_1,"[135, 326, 470, 540]"
img083676.png,smart_1,"[528, 232, 795, 801]"
img086284.png,smart_1,"[464, 337, 757, 659]"
img085212.png,smart_1,"[318, 440, 693, 895]"
img080867.png,smart_1,"[462, 103, 651, 1007]"
img086601.png,smart_1,"[311, 404, 685, 477]"
img082471.png,smart_1,"[430, 401, 557, 1024]"
img081022.png,smart_1,"[120, 0, 1024, 1024]"
img085871.png,smart_1,"[156, 306, 614, 388]"
img086098.png,smart_1,"[120, 473, 539, 703]"
img081084.png,smart_1,"[446, 57, 795, 1024]"
img080855.png,smart_1,"[416, 154, 738, 741]"
img088144.png,smart_1,"[276, 485, 382, 768]"
img084897.png,smart_1,"[406, 466, 848, 847]"
img089878.png,smart_1,"[27, 369, 572, 525]"
img083211.png,smart_1,"[229, 407, 888, 512]"
img086951.png,smart_1,"[646, 559, 732, 883]"
img087845.png,smart_1,"[486, 283, 778, 489]"
img088757.png,smart_1,"[471, 583, 758, 662]"
img086148.png,smart_1,"[260, 568, 776, 705]"
img089124.png,smart_1,"[615, 360, 651, 698]"
img089501.png,smart_1,"[529, 338, 591, 662]"
img086814.png,smart_1,"[214, 577, 630, 752]"
img080659.png,smart_1,"[404, 0, 714, 1024]"
img084358.png,smart_1,"[561, 134, 724, 913]"
img085236.png,smart_1,"[326, 251, 645, 527]"
img083771.png,smart_1,"[307, 270, 621, 719]"
img086019.png,smart_1,"[421, 260, 614, 535]"
img082657.png,smart_1,"[444, 309, 609, 1002]"
img087404.png,smart_1,"[388, 249, 435, 541]"
img083076.png,smart_1,"[29, 146, 928, 958]"
img084219.png,smart_1,"[121, 423, 840, 871]"
img085646.png,smart_1,"[399, 461, 467, 525]"
img085783.png,smart_1,"[436, 492, 668, 835]"
img088959.png,smart_1,"[229, 133, 414, 471]"
img087325.png,smart_1,"[278, 449, 521, 610]"
img089171.png,smart_1,"[358, 309, 473, 647]"
img083902.png,smart_1,"[195, 250, 860, 430]"
img081161.png,smart_1,"[0, 0, 1012, 1024]"
img088191.png,smart_1,"[464, 501, 762, 601]"
img081681.png,smart_1,"[150, 182, 698, 658]"
img086373.png,smart_1,"[345, 154, 619, 506]"
img085522.png,smart_1,"[150, 486, 561, 643]"
img085598.png,smart_1,"[290, 407, 778, 566]"
img080298.png,smart_1,"[0, 191, 1024, 1024]"
img085196.png,smart_1,"[683, 191, 781, 759]"
img082684.png,smart_1,"[0, 380, 1024, 1006]"
img082809.png,smart_1,"[0, 462, 1024, 844]"
img087431.png,smart_1,"[549, 411, 651, 493]"
img083185.png,smart_1,"[571, 319, 696, 667]"
img089968.png,smart_1,"[190, 528, 533, 1024]"
img086885.png,smart_1,"[360, 582, 726, 895]"
img086420.png,smart_1,"[546, 525, 714, 849]"
img087675.png,smart_1,"[222, 149, 489, 521]"
img082975.png,smart_1,"[121, 0, 763, 960]"
